CODCURSO,NOMBRECURSO,DEPARTAMENTO,MATRICULADOS,PREMATRICULADOS,CICLO
IN4001,Análisis y Diseño del Trabajo,Departamento de Industrial,15,15,2014 - 1
EN3002,Circuitos Eléctricos,Departamento de Electrónica,26,26,2014 - 1
EG4003,Estadística y Probabilidades ,Departamento de Ciencias,28,28,2014 - 1
IN2001,Fundamentos de Programación,Departamento de Industrial,11,11,2014 - 1
ME6003,Sistemas hidráulicos y neumáticos ,Departamento de Mecánica,10,10,2014 - 2
QI3001,Química Orgánica,Departamento de Química,13,13,2014 - 2
EG4002,Taller de Arte y Tecnología II,Dirección de Humanidades Artes y Ciencias Sociales,114,114,2014 - 2
EG4003,Estadística y Probabilidades ,Departamento de Ciencias,81,81,2014 - 2
EG5001,Inglés IV,Dirección de Humanidades Artes y Ciencias Sociales,41,41,2014 - 2
EG1464,"Seguridad, Salud y Medio Ambiente",Dirección de Humanidades Artes y Ciencias Sociales,35,35,2014 - 2
ME6004,Mecánica de Fluidos - EN,Departamento de Mecánica,9,9,2014 - 2
ME4003,Mecánica de Fluidos,Departamento de Mecánica,32,32,2014 - 2
QI5001,Balance de materia y energía,Departamento de Química,4,4,2014 - 2
EL5001,Circuitos Digitales ,Departamento de Electrónica,5,5,2014 - 2
ME6001,Práctica I - ME,Departamento de Mecánica,2,2,2014 - 2
ME2001,Procesos de Manufactura,Departamento de Mecánica,53,53,2014 - 2
IN2002,Programación y Tecnología de la Información,Departamento de Industrial,3,3,2015 - 0
QI3001,Química Orgánica,Departamento de Química,6,6,2015 - 0
QI3001,Química Orgánica,Departamento de Química,6,6,2013 - 2
IN2002,Programación y Tecnología de la Información,Departamento de Industrial,56,56,2013 - 2
EN4001,Ingeniería Eléctrica II,Departamento de Energía,10,10,2013 - 2
EG1003,Comunicación Oral y Escrita I,Dirección de Humanidades Artes y Ciencias Sociales,10,10,2013 - 2
EL4001,Circuitos Analógicos,Departamento de Electrónica,11,11,2013 - 2
EN2001,Instalaciones Eléctricas,Departamento de Energía,15,15,2013 - 2
QI1001,Química y Biología,Departamento de Química,243,243,2013 - 1
GG1000,Matemática Básica,Departamento de Industrial,27,27,2012 - 2
EG3003,Inglés II,Dirección de Humanidades Artes y Ciencias Sociales,87,87,2015 - 1
EG5001,Inglés IV,Dirección de Humanidades Artes y Ciencias Sociales,40,40,2015 - 1
EL4002,Modelado y Simulación,Departamento de Electrónica,46,46,2015 - 1
EG7001,Taller de arte y tecnología V,Dirección de Humanidades Artes y Ciencias Sociales,50,50,2015 - 1
QI0006,Ecología y recursos naturales,Departamento de Química,6,6,2015 - 1
IN6004,Operaciones y procesos industriales,Departamento de Industrial,5,5,2015 - 1
EL7001,Microprocesadores y Microcontroladores,Departamento de Electrónica,6,6,2015 - 1
IN4001,Análisis y Diseño del Trabajo,Departamento de Industrial,14,14,2015 - 1
EG2002,Física II,Dirección de Ciencias,16,16,2015 - 1
EG1001,Cálculo I,Dirección de Ciencias,200,200,2015 - 2
QI1001,Química y Biología,Departamento de Química,193,193,2015 - 2
EG1002,Física I,Dirección de Ciencias,153,153,2015 - 2
EG1003,Comunicación Oral y Escrita I,Dirección de Humanidades Artes y Ciencias Sociales,146,146,2015 - 2
IN4001,Análisis y Diseño del Trabajo,Departamento de Industrial,23,23,2015 - 2
IN7001,Planificación y control de la producción,Departamento de Industrial,7,7,2015 - 2
EG7001,Taller de arte y tecnología V,Dirección de Humanidades Artes y Ciencias Sociales,38,38,2015 - 2
IN0013,Sistemas de información para manufactura,Departamento de Industrial,18,18,2015 - 2
EN3001,Electricidad y Magnetismo,Departamento de Ciencias,62,62,2015 - 2
IN6002,Taller de innovación y proyectos - IN,Departamento de Industrial,30,30,2015 - 2
IN6001,Práctica I - IN,Departamento de Industrial,38,38,2015 - 2
ME4003,Mecánica de Fluidos,Departamento de Mecánica,30,30,2015 - 2
ME5003,Transferencia de Calor y Masa,Departamento de Mecánica,16,16,2015 - 2
IN3001,Investigación de Operaciones I,Departamento de Industrial,13,13,2015 - 2
EL5002,Análisis de Señales y Sistemas,Departamento de Electrónica,11,11,2015 - 2
QI5002,Química Analítica,Departamento de Química,6,6,2015 - 2
QI7002,Flujo de Fluídos y Partículas,Departamento de Química,4,4,2015 - 2
EL7001,Microprocesadores y Microcontroladores,Departamento de Electrónica,4,4,2015 - 2
EL8004,Instrumentación y Control de Procesos,Departamento de Química,6,6,2015 - 2
EN4001,Ingeniería Eléctrica II,Departamento de Energía,4,4,2015 - 2
QI0015,Química ambiental,Departamento de Química,5,5,2015 - 2
ME8001,Práctica II - ME,Departamento de Mecánica,1,1,2015 - 2
IN2001,Fundamentos de Programación,Departamento de Industrial,243,243,2016 - 1
EG6001,Gerencia Financiera y de Costos,Dirección de Humanidades Artes y Ciencias Sociales,79,79,2016 - 1
ME0001,Introducción a la Ingeniería de Minas,Departamento de Mecánica,20,20,2016 - 1
EL7001,Microprocesadores y Microcontroladores,Departamento de Electrónica,14,14,2016 - 1
ME4006,Ciencia de los Materiales,Departamento de Mecánica,36,36,2016 - 1
EL5002,Análisis de Señales y Sistemas,Departamento de Electrónica,24,24,2016 - 1
ME7004,Sistemas Hidráulicos y Neumáticos,Departamento de Mecánica,7,7,2016 - 1
ME0003,Seguridad en operaciones mineras,Departamento de Mecánica,6,6,2016 - 1
IN8006,Análisis y Diseño de Sistemas de Manufactura y Servicios,Departamento de Industrial,8,8,2016 - 1
EL0042,Supervisión y Control por Computadora,Departamento de Electrónica,5,5,2016 - 1
EL0006,Control de Sistemas no Lineales,Departamento de Electrónica,3,3,2016 - 1
EG5001,Inglés IV,Dirección de Humanidades Artes y Ciencias Sociales,21,21,2016 - 0
EG4001,Inglés III ,Dirección de Humanidades Artes y Ciencias Sociales,17,17,2016 - 0
EG3001,Ecuaciones Diferenciales,Departamento de Ciencias,39,39,2016 - 0
EG2001,Cálculo II,Dirección de Ciencias,45,45,2016 - 0
IN4004,Modelos Probabilisticos: Simulación y Optimización,Departamento de Industrial,4,4,2016 - 1
IN8004,Sistemas de Información para Operaciones,Departamento de Industrial,45,45,2016 - 2
ME0004,Tesis en Ingeniería Mecánica II,Departamento de Mecánica,4,4,2016 - 2
IN8005,Lean Six Sigma,Departamento de Industrial,24,24,2016 - 2
EG9001,Generación de Modelos de Negocios,Dirección de Humanidades Artes y Ciencias Sociales,45,45,2016 - 2
IN3002,Modelos Determinísticos: Optimización,Departamento de Industrial,24,24,2016 - 2
GH8001,Evaluación de Proyectos,Dirección de Humanidades Artes y Ciencias Sociales,32,32,2016 - 2
QI7004,Cinética y diseño de reactores,Departamento de Química,7,7,2016 - 2
QI0003,Mineralogía Aplicada,Departamento de Química,4,4,2016 - 2
QI0010,Procesos Hidrometalúrgicos,Departamento de Química,3,3,2016 - 2
EL0063,Introducción a Cloud Computing,Departamento de Electrónica,9,9,2016 - 2
IN5004,Planeamiento de las Instalaciones y Manejo de Materiales,Departamento de Industrial,15,15,2016 - 2
QI6006,Transferencia de masa,Departamento de Química,3,3,2016 - 2
CC1002,Mecánica,Departamento de Ciencias,29,29,2017 - 0
CC2001,Cálculo II,Departamento de Ciencias,45,45,2017 - 0
EG0003,Matemáticas I,Departamento de Ciencias,524,524,2017 - 1
QI0028,Química Experimental,Departamento de Ciencias,687,687,2017 - 1
AM0037,Ciencia de los Materiales,Departamento de Ciencias,269,269,2017 - 1
GH5001,Inglés IV,Dirección de Humanidades Artes y Ciencias Sociales,51,51,2017 - 1
IN2001,Fundamentos de Programación,Departamento de Industrial,12,12,2017 - 0
EN0027,Tesis en Ingenieria de la Energía I,Departamento de Energía,6,6,2017 - 1
GHN003,Inglés 0,Dirección de Humanidades Artes y Ciencias Sociales,130,130,2017 - 1
EG0006,Matemáticas III,Departamento de Ciencias,142,142,2017 - 1
EL5005,Diseño de Computadoras,Departamento de Electrónica,17,17,2017 - 1
EL0045,Introducción a las Redes de Computadoras,Departamento de Electrónica,12,12,2017 - 1
IN0075,Diseño y Gestión de Servicios,Departamento de Industrial,26,26,2017 - 1
GH2001,Inglés I,Dirección de Humanidades Artes y Ciencias Sociales,13,13,2017 - 0
EL0069,Proyecto de ECE,Departamento de Electrónica,9,9,2017 - 1
EG0011,Proyecto Interdisciplinario IV,Departamento de Industrial,12,12,2017 - 1
MT0006,Fundamentos de Robótica,Departamento de Mecatrónica,10,10,2017 - 1
MT0003,Sistemas Hidráulicos y Neumáticos,Departamento de Mecatrónica,24,24,2017 - 1
ME0008,Gestión de Equipos y Maquinarias,Departamento de Mecánica,11,11,2017 - 1
ME0025,Diseño de Elementos de Máquinas,Departamento de Mecánica,21,21,2017 - 1
EL0084,Introducción a Cloud Computing,Departamento de Electrónica,32,32,2017 - 1
EN0022,Hidroenergía,Departamento de Energía,16,16,2017 - 1
EG0007,Proyecto Interdisciplinario I,Jefatura de Proyectos Académicos,256,256,2017 - 1
QI0027,Química General,Departamento de Ciencias,134,134,2017 - 2
EL0071,Tesis en ECE II,Departamento de Electrónica,1,1,2017 - 1
QI9001,Tesis en Ingeniería Química I,Departamento de Química,3,3,2017 - 1
BI0019,Procesos de Biotecnología I,Departamento de Bioingeniería,6,6,2017 - 2
IN8004,Sistemas de Información para Operaciones,Departamento de Industrial,13,13,2017 - 2
IN0055,Ingeniería de Operaciones,Departamento de Industrial,51,51,2017 - 2
EG0009,Proyecto Interdisciplinario III,Jefatura de Proyectos Académicos,77,77,2017 - 2
QI6005,Transferencia de calor,Departamento de Química,60,60,2017 - 2
GH0010,Ética y tecnología,Dirección de Humanidades Artes y Ciencias Sociales,180,180,2017 - 2
EL6004,Introducción a Sistemas Embebidos,Departamento de Electrónica,16,16,2017 - 2
GH0007,Introducción al Desarrollo de Empresas,Dirección de Gestión,424,424,2017 - 2
EL6005,Seminario de ECE,Departamento de Electrónica,17,17,2017 - 2
GH0006,Laboratorio de Comunicación 2,Dirección de Humanidades Artes y Ciencias Sociales,315,315,2017 - 2
EL5005,Diseño de Computadoras,Departamento de Electrónica,11,11,2017 - 2
GH4002,Inglés III,Dirección de Humanidades Artes y Ciencias Sociales,93,93,2017 - 2
GH0014,Culturas de Gobernanza y Distribución de Poder,Dirección de Humanidades Artes y Ciencias Sociales,24,24,2017 - 2
IN0084,Tecnologías de Información en los Servicios,Departamento de Industrial,10,10,2017 - 2
EL0070,Tesis en ECE I,Departamento de Electrónica,11,11,2017 - 2
EL0044,Sistemas Industriales de Control,Departamento de Electrónica,6,6,2017 - 2
CS1102,Programación orientada a objetos I,Departamento de Ciencias,499,499,2017 - 2
EL7005,Control de procesos,Departamento de Electrónica,12,12,2017 - 2
EN0013,Tópico especial,Departamento de Energía,11,11,2017 - 2
IN0056,Investigación de Operaciones I: Modelos Determinísticos,Departamento de Industrial,24,24,2017 - 2
GH3002,Inglés II,Dirección de Humanidades Artes y Ciencias Sociales,37,37,2017 - 2
IN0054,Estadística y Probabilidades,Departamento de Ciencias,93,93,2017 - 2
EN3004,Ingeniería Eléctrica,Departamento de Energía,18,18,2017 - 2
QI0032,Análisis de Procesos Químicos,Departamento de Química,24,24,2017 - 2
BI0001,Química Orgánica,Departamento de Bioingeniería,3,3,2017 - 2
QI9001,Tesis en Ingeniería Química I,Departamento de Química,2,2,2017 - 2
GH0009,Perú: ¿País Industrial?,Dirección de Humanidades Artes y Ciencias Sociales,84,84,2018 - 0
EN0023,Sistemas Electricos y Electrónicos de Potencia,Departamento de Energía,10,10,2018 - 0
EG0003,Matemáticas I,Departamento de Ciencias,551,43,2018 - 1
GH5001,Inglés IV,Dirección de Humanidades Artes y Ciencias Sociales,53,65,2018 - 1
GH0008,Gestión de Empresas,Dirección de Gestión,395,173,2018 - 1
EG0011,Proyecto Interdisciplinario IV,Departamento de Industrial,21,21,2018 - 1
ME6006,Mecánica de Materiales,Departamento de Mecánica,53,44,2018 - 1
QI0014,Conminución,Departamento de Química,5,5,2018 - 1
AM0001,Introducción a la Ingeniería Ambiental,Departamento de Ingeniería Ambiental,89,49,2018 - 1
IN0065,Simulación de Operaciones,Departamento de Industrial,20,20,2018 - 1
EN0036,Análisis de Sistemas eléctricos de potencia,Departamento de Energía,6,4,2018 - 1
GH0017,Introducción al Quechua,Dirección de Humanidades Artes y Ciencias Sociales,30,25,2018 - 1
EL0071,Tesis en ECE II,Departamento de Electrónica,7,6,2018 - 1
QI6006,Transferencia de masa,Departamento de Química,20,16,2018 - 1
EL4001,Circuitos Analógicos,Departamento de Electrónica,14,8,2018 - 1
EN0035,Ingeniería de procesos de los hidrocarburos,Departamento de Energía,7,8,2018 - 1
IN0054,Estadística y Probabilidades,Departamento de Ciencias,292,113,2018 - 1
EN8004,Auditoría y Eficiencia Energética,Departamento de Energía,7,4,2018 - 1
EN0021,Física II,Departamento de Ciencias,247,279,2018 - 2
EL6003,Control Automático,Departamento de Electrónica,20,18,2018 - 2
GH0009,Perú: ¿País Industrial?,Dirección de Humanidades Artes y Ciencias Sociales,263,207,2018 - 2
AM0010,Geologia General,Departamento de Ingeniería Ambiental,26,19,2018 - 2
GH0012,Economías en Desarrollo,Dirección de Humanidades Artes y Ciencias Sociales,180,179,2018 - 2
EL5002,Análisis de Señales y Sistemas,Departamento de Electrónica,21,11,2018 - 2
BI0003,Fundamentos de Bioingeniería,Departamento de Bioingeniería,28,36,2018 - 2
GH5001,Inglés IV,Dirección de Humanidades Artes y Ciencias Sociales,47,21,2018 - 2
ME0022,Dinámica,Departamento de Mecánica,58,39,2018 - 2
IN9001,Tesis en Ingeniería Industrial I,Departamento de Industrial,30,20,2018 - 2
GH0032,Startup Lab,Dirección de Gestión,13,13,2018 - 2
IN0033,Instrumentación y Control de Procesos,Departamento de Química,4,8,2018 - 1
IN0081,Modelado y Simulación de Procesos de Negocio,Departamento de Industrial,19,22,2018 - 2
EN8004,Auditoría y Eficiencia Energética,Departamento de Energía,5,5,2018 - 2
EN0034,Subestaciones y lineas de transmisión,Departamento de Energía,7,5,2018 - 2
IN0065,Simulación de Operaciones,Departamento de Industrial,11,4,2018 - 2
QI0032,Análisis de Procesos Químicos,Departamento de Química,19,5,2018 - 2
EL0075,Introducción a las Comunicaciones,Departamento de Electrónica,9,8,2018 - 2
IN0063,Lean Thinking,Departamento de Industrial,8,3,2018 - 2
BI0019,Procesos de Biotecnología I,Departamento de Bioingeniería,7,11,2018 - 2
QI0031,Química Orgánica Aplicada,Departamento de Química,16,16,2018 - 2
GH1002,Arte y Tecnología,Dirección de Humanidades Artes y Ciencias Sociales,86,86,2019 - 0
ME0019,Física I,Departamento de Ciencias,77,77,2019 - 0
CS1D02,Estructuras Discretas II,Departamento de Computer Science,17,17,2019 - 0
ME0019,Física I,Departamento de Ciencias,392,233,2019 - 1
EN0035,Ingeniería de procesos de los hidrocarburos,Departamento de Energía,12,12,2019 - 0
IN0081,Modelado y Simulación de Procesos de Negocio,Departamento de Industrial,42,38,2019 - 1
IN0058,Procesos de Manufactura,Departamento de Industrial,52,38,2019 - 1
IN0064,Logística y Gestión de la Cadena de Suministros,Departamento de Industrial,29,8,2019 - 1
ME0009,Análisis de Falla y Toma de Decisiones,Departamento de Mecánica,29,23,2019 - 1
IN0033,Instrumentación y Control de Procesos,Departamento de Química,5,11,2019 - 1
EN0013,Tópico especial,Departamento de Energía,13,13,2019 - 1
IN0066,Métodos Estadísticos Avanzados para la Calidad,Departamento de Industrial,20,18,2019 - 1
EG0008,Proyecto Interdisciplinario II,Jefatura de Proyectos Académicos,257,259,2019 - 1
ME0023,Dibujo y Diseño para Ingeniería,Departamento de Mecánica,65,51,2019 - 1
IN5005,Costeo de Operaciones,Departamento de Industrial,68,61,2019 - 1
ME0004,Tesis en Ingeniería Mecánica II,Departamento de Mecánica,9,10,2019 - 1
EL7005,Control de procesos,Departamento de Electrónica,8,8,2019 - 1
EL0065,Circuitos Eléctricos,Departamento de Electrónica,31,18,2019 - 1
AM0010,Geologia General,Departamento de Ingeniería Ambiental,11,8,2019 - 1
GH0007,Introducción al Desarrollo de Empresas,Dirección de Gestión,289,200,2019 - 2
EL0066,Circuitos Eléctricos y Analógicos,Departamento de Electrónica,69,57,2019 - 2
BI0002,Biología Celular y Molecular,Departamento de Bioingeniería,76,56,2019 - 2
IN9001,Tesis en Ingeniería Industrial I,Departamento de Industrial,34,24,2019 - 2
GH0005,Laboratorio de Comunicación 1,Dirección de Humanidades Artes y Ciencias Sociales,285,144,2019 - 2
IN5005,Costeo de Operaciones,Departamento de Industrial,45,27,2019 - 2
ME0007,Equipos y maquinaria minera,Departamento de Mecánica,33,25,2019 - 2
EN0036,Análisis de Sistemas eléctricos de potencia,Departamento de Energía,14,8,2019 - 2
EL0078,Técnicas en Redes IP,Departamento de Electrónica,24,24,2019 - 2
BI0005,Biotransporte,Departamento de Bioingeniería,16,22,2019 - 2
BI0019,Procesos de Biotecnología I,Departamento de Bioingeniería,5,13,2019 - 2
ME0023,Dibujo y Diseño para Ingeniería,Departamento de Mecánica,69,72,2019 - 2
ME0035,Seminario de proyecto pre profesional,Departamento de Mecánica,11,7,2019 - 2
EL0052,Sistemas Embebidos Interconectados,Departamento de Electrónica,13,12,2019 - 2
GH0019,Emprendedores en Acción,Dirección de Humanidades Artes y Ciencias Sociales,25,12,2019 - 2
GH0014,Culturas de Gobernanza y Distribución de Poder,Dirección de Humanidades Artes y Ciencias Sociales,139,121,2019 - 2
IN0066,Métodos Estadísticos Avanzados para la Calidad,Departamento de Industrial,25,36,2019 - 2
IN0064,Logística y Gestión de la Cadena de Suministros,Departamento de Industrial,53,34,2019 - 2
QI7005,Termodinámica Química,Departamento de Química,17,15,2019 - 2
IN0055,Ingeniería de Operaciones,Departamento de Industrial,41,23,2019 - 2
CS3903,Sistemas de Información,Departamento de Computer Science,13,12,2019 - 2
EN0023,Sistemas Electricos y Electrónicos de Potencia,Departamento de Energía,24,24,2019 - 2
QI9005,Diseño de Procesos y Plantas,Departamento de Química,4,3,2019 - 2
QI0029,Química Avanzada,Departamento de Química,15,12,2019 - 2
EG0005,Matemáticas II,Departamento de Ciencias,54,54,2020 - 0
IN0058,Procesos de Manufactura,Departamento de Industrial,46,46,2020 - 0
